3.774257198992342637e+03,-3.036444325373299086e-02,1.994030290020873508e+00
3.776251245936298346e+03,-1.297743388453385938e-01,1.994063548273516062e+00
3.778245326039333577e+03,2.171760111386827896e-02,1.994096608300878870e+00
3.780239439103464974e+03,4.853332640865733183e-02,1.994129470587267861e+00
3.782233584931193491e+03,-5.388004958183061771e-02,1.994162135615624720e+00
3.784227763325503020e+03,2.408434298211276428e-02,1.994194603870255378e+00
3.786221974089860851e+03,5.602656283372833140e-02,1.994226875833192025e+00
3.788216217028216761e+03,3.850161165220920834e-02,1.994258951986921602e+00
3.790210491945002104e+03,3.126185596222297303e-02,1.994290832811657310e+00
3.792204798645128903e+03,1.569150813881597384e-01,1.994322518790340837e+00
3.794199136933990303e+03,-1.003243159711353708e-02,1.994354010400911648e+00
3.796193506617459207e+03,-3.600491097141076367e-03,1.994385308124492440e+00
3.798187907501887366e+03,8.525373251965391586e-02,1.994416412439022679e+00
3.800182339394105384e+03,1.218465982386213176e-01,1.994447323824260820e+00
3.802176802101422254e+03,1.098737984511496540e-01,1.994478042756327341e+00
3.804171295431624003e+03,-2.573669467656505491e-02,1.994508569713161705e+00
3.806165819192973686e+03,1.377708465088841282e-02,1.994538905171339138e+00
3.808160373194210933e+03,9.783528029790436453e-02,1.994569049606525368e+00
3.810154957244550133e+03,-9.220762870698516467e-02,1.994599003493931377e+00
3.812149571153680881e+03,6.762411930347657363e-02,1.994628767308768147e+00
3.814144214731767988e+03,7.391580372122129317e-02,1.994658341524882417e+00
3.816138887789449200e+03,6.987533529479486583e-02,1.994687726615211432e+00
3.818133590137835654e+03,-7.021380974842993464e-03,1.994716923053147184e+00
3.820128321588510516e+03,4.022610790901381961e-02,1.994745931311172171e+00
3.822123081953530345e+03,2.405542345960767422e-02,1.994774751859949902e+00
3.824117871045421452e+03,3.589622304401575426e-02,1.994803385171508125e+00
3.826112688677181723e+03,-3.797918682285481538e-03,1.994831831715600856e+00
3.828107534662278340e+03,7.031532773922022361e-02,1.994860091962891602e+00
3.830102408814649607e+03,1.191244628043955645e-01,1.994888166380860639e+00
3.832097310948700397e+03,4.351536767464971728e-02,1.994916055439716729e+00
3.834092240879306246e+03,-3.444041395357895496e-02,1.994943759606940148e+00
3.836087198421808353e+03,-1.547569783149746296e-02,1.994971279349556426e+00
3.838082183392015850e+03,1.429381622351794390e-01,1.994998615135045839e+00
3.840077195606204896e+03,1.338675623372031498e-01,1.995025767428160179e+00
3.842072234881115946e+03,-7.904352019527745646e-03,1.995052736695924978e+00
3.844067301033956483e+03,-1.171064032220783639e-02,1.995079523402182531e+00
3.846062393882396464e+03,-3.439082813032826036e-02,1.995106128011684632e+00
3.848057513244571965e+03,6.399677402474659993e-02,1.995132550988728326e+00
3.850052658939080629e+03,1.065202813012949661e-02,1.995158792794882174e+00
3.852047830784984399e+03,8.289719011763671541e-02,1.995184853893533727e+00
3.854043028601806782e+03,-2.459984192724748095e-02,1.995210734746706294e+00
3.856038252209531493e+03,5.206601088409823497e-02,1.995236435815058940e+00
3.858033501428605632e+03,6.631750532743900528e-02,1.995261957559250732e+00
3.860028776079935142e+03,1.358264441619389806e-01,1.995287300440395484e+00
3.862024075984885258e+03,-4.377598915384298822e-02,1.995312464916423778e+00
3.864019400965280965e+03,9.984249028821402805e-02,1.995337451446630439e+00
3.866014750843406546e+03,4.230950313034504383e-03,1.995362260489400796e+00
3.868010125442002391e+03,-5.087397011824797838e-02,1.995386892502210685e+00
3.870005524584267732e+03,3.189779706035261037e-02,1.995411347942081193e+00
3.872000948093857460e+03,5.113992986699374826e-02,1.995435627264669165e+00
3.873996395794882574e+03,5.036230029671889818e-02,1.995459730926995690e+00
3.875991867511909732e+03,-2.233250631746052858e-02,1.995483659383353370e+00
3.877987363069960793e+03,1.181441233184279439e-02,1.995507413087580062e+00
3.879982882294511001e+03,3.152760316337469698e-02,1.995530992495332612e+00
3.881978425011489890e+03,9.680853212423083665e-02,1.995554398058175138e+00
3.883973991047279924e+03,7.604675574518305302e-03,1.995577630229945498e+00
3.885969580228714676e+03,4.197151234748189991e-02,1.995600689461753063e+00
3.887965192383081558e+03,9.148139837683171016e-02,1.995623576205616700e+00
3.889960827338117269e+03,1.516733679640692167e-01,1.995646290913100529e+00
3.891956484922010077e+03,1.130454059247357201e-02,1.995668834032585437e+00
3.893952164963397991e+03,4.749361367693676755e-02,1.995691206015180796e+00
3.895947867291368311e+03,8.682747136551798028e-02,1.995713407309267495e+00
3.897943591735456721e+03,-7.168972381713031861e-04,1.995735438363226422e+00
3.899939338125647282e+03,4.087334512085129962e-02,1.995757299625438463e+00
3.901935106292371529e+03,5.960672157651568381e-02,1.995778991542465519e+00
3.903930896066507557e+03,-1.048294041823909402e-02,1.995800514560869487e+00
