3.741324593636481040e+03,3.562160220599541044e-02,1.999449487966558081e+00
3.743324029872138908e+03,5.263060211081328071e-02,1.999423006486267695e+00
3.745323439672552468e+03,3.419357276224872875e-03,1.999396617403363052e+00
3.747322823129971312e+03,1.251726251128567613e-01,1.999370320422258374e+00
3.749322180336348083e+03,1.370789910198736972e-01,1.999344115246003639e+00
3.751321511383340294e+03,7.859687372915345749e-02,1.999318001578558324e+00
3.753320816362308960e+03,3.390922139814003811e-02,1.999291979124791396e+00
3.755320095364319513e+03,-9.066720063117657269e-03,1.999266047588662332e+00
3.757319348480142253e+03,-2.558411950425108772e-02,1.999240206675949594e+00
3.759318575800252802e+03,8.924793886954002220e-02,1.999214456090612657e+00
3.761317777414831653e+03,4.767088762134519264e-02,1.999188795539339480e+00
3.763316953413766441e+03,-1.392858193670165785e-02,1.999163224727908528e+00
3.765316103886649216e+03,-5.336725890499594699e-02,1.999137743362098263e+00
3.767315228922779170e+03,1.255717920216846695e-01,1.999112351149051392e+00
3.769314328611162182e+03,-6.834237672119017511e-03,1.999087047795455874e+00
3.771313403040511275e+03,3.679009489733170261e-03,1.999061833007999667e+00
3.773312452299246615e+03,2.481688855319139769e-02,1.999036706494734972e+00
3.775311476475495965e+03,-3.329985651451696643e-02,1.999011667963259242e+00
3.777310475657095594e+03,-1.134373146578572522e-01,1.998986717122079426e+00
3.779309449931589825e+03,-3.067545985544249676e-02,1.998961853678792977e+00
3.781308399386230576e+03,-5.597705269831765307e-02,1.998937077343725832e+00
3.783307324107980548e+03,-5.620726394522828490e-02,1.998912387824020698e+00
3.785306224183510039e+03,-3.436854283874770516e-02,1.998887784830458259e+00
3.787305099699200582e+03,6.748464110266184446e-04,1.998863268072454957e+00
3.789303950741141307e+03,3.888919927645463712e-03,1.998838837259881984e+00
3.791302777395134399e+03,-3.308614432135820876e-02,1.998814492103520024e+00
3.793301579746690095e+03,-2.868953350981193542e-02,1.998790232313240267e+00
3.795300357881030777e+03,-2.322189457239193580e-02,1.998766057601187640e+00
3.797299111883089608e+03,1.567244210167456978e-02,1.998741967677688081e+00
3.799297841837511442e+03,1.462883188824892766e-02,1.998717962255341263e+00
